pool,pool_label,week_start,variant,next_cumulative_net_return_bps,next_cumulative_alpha_bps
baseline_pool_l,lgbm328,2022-11-18,lgbm328,424.879065,575.1221542129877
baseline_pool_l,lgbm328,2022-11-21,lgbm328,413.086352,574.4014866362967
baseline_pool_l,lgbm328,2022-11-22,lgbm328,301.907201,543.4295675347656
baseline_pool_l,lgbm328,2022-11-23,lgbm328,320.949730,553.903975274805
baseline_pool_l,lgbm328,2022-11-24,lgbm328,262.466790,548.3239335282939
baseline_pool_l,lgbm328,2022-11-25,lgbm328,218.901679,554.4312314677716
baseline_pool_l,lgbm328,2022-11-28,lgbm328,309.721838,546.1000861605944
baseline_pool_l,lgbm328,2022-11-29,lgbm328,365.568596,559.4764235754245
baseline_pool_l,lgbm328,2022-11-30,lgbm328,413.741336,555.4468220470941
baseline_pool_l,lgbm328,2022-12-01,lgbm328,437.388659,536.6441155358177
baseline_pool_l,lgbm328,2022-12-02,lgbm328,460.757568,499.9707463066748
baseline_pool_l,lgbm328,2022-12-05,lgbm328,482.024602,525.8605402655446
baseline_pool_l,lgbm328,2022-12-06,lgbm328,495.313639,541.95212042773
baseline_pool_l,lgbm328,2022-12-07,lgbm328,522.247718,568.5389992495246
baseline_pool_l,lgbm328,2022-12-08,lgbm328,527.902699,584.5468471309147
baseline_pool_l,lgbm328,2022-12-09,lgbm328,519.992371,601.3703371595296
baseline_pool_l,lgbm328,2022-12-12,lgbm328,515.474004,617.2322339752174
baseline_pool_l,lgbm328,2022-12-13,lgbm328,471.743834,604.0648485410622
baseline_pool_l,lgbm328,2022-12-14,lgbm328,473.632030,609.96104819096
baseline_pool_l,lgbm328,2022-12-15,lgbm328,437.522273,620.7047932208864
baseline_pool_l,lgbm328,2022-12-16,lgbm328,307.107897,633.7174515188096
baseline_pool_l,lgbm328,2022-12-19,lgbm328,127.042687,569.8443966070149
baseline_pool_l,lgbm328,2022-12-20,lgbm328,44.025557,530.8140704255184
baseline_pool_l,lgbm328,2022-12-21,lgbm328,2.545877,587.1570939172327
baseline_pool_l,lgbm328,2022-12-22,lgbm328,-61.521706,619.2915524510012
baseline_pool_l,lgbm328,2022-12-23,lgbm328,-6.561121,591.268532278453
baseline_pool_l,lgbm328,2022-12-26,lgbm328,111.748362,612.3352650323782
baseline_pool_l,lgbm328,2022-12-27,lgbm328,101.088237,645.7363767336603
baseline_pool_l,lgbm328,2022-12-28,lgbm328,72.713802,655.052553293409
baseline_pool_l,lgbm328,2022-12-29,lgbm328,74.431859,638.5214100116513
baseline_pool_l,lgbm328,2022-12-30,lgbm328,178.939947,606.135760633897
