scope,condition,clock,groups,candidate_rows_mean,selected_rows_mean,candidate_condition_count_mean,selected_condition_count_mean,candidate_condition_share_pct,selected_condition_share_pct,selection_enrichment_x,selected_condition_next_bps,selected_condition_contribution_bps,pool_next_bps,original_top_next_bps,original_excess_bps,reselected_top_next_bps,reselected_excess_vs_original_pool_bps,reselected_excess_vs_filtered_pool_bps,reselected_excess_delta_vs_original_bps
published_top100,decision_at_limit_with_offer,09:38,969,3311.533539731682,100.0,0.09391124871001032,0.0010319917440660474,0.0028358839668469584,0.0010319917440660476,0.36390478458589914,126.58215432457042,0.00130631738209051,10.338433283938315,24.190091788083745,13.851658504145428,24.189362921587538,13.850929637649221,13.85254177986357,-0.0007288664962068481
published_top100,decision_at_limit_with_offer,09:39,969,3307.1630546955626,100.0,0.09391124871001032,0.0,0.0028396316467273557,0.0,0.0,,0.0,9.669375929469336,22.225458252294665,12.556082322825326,22.225458252294665,12.556082322825326,12.552704018080313,0.0
published_top100,decision_at_limit_with_offer,09:40,969,3309.529411764706,100.0,0.09803921568627451,0.0030959752321981426,0.0029623309990165062,0.0030959752321981426,1.0451145510835913,-68.35654321299178,-0.0021163016474610454,9.44682360263554,21.907234247537193,12.460410644901652,21.923117645259733,12.476294042624193,12.476005983698595,0.01588339772254166
published_top100,decision_sealed_at_limit,09:31,969,3366.3642930856554,100.0,0.1238390092879257,0.0,0.0036787168145255363,0.0,0.0,,0.0,12.08094938591074,33.867445967696845,21.7864965817861,33.867445967696845,21.7864965817861,21.778782826205248,0.0
published_top100,decision_sealed_at_limit,09:32,969,3359.075335397317,100.0,0.1001031991744066,0.0,0.0029800819921940286,0.0,0.0,,0.0,13.107300496115242,35.685510405568614,22.578209909453374,35.685510405568614,22.578209909453374,22.576462241206034,0.0
published_top100,decision_sealed_at_limit,09:33,969,3352.3653250773996,100.0,0.09287925696594428,0.0,0.0027705589325590545,0.0,0.0,,0.0,12.158557548603186,32.82412107542393,20.665563526820744,32.82412107542393,20.665563526820744,20.66647292020989,0.0
published_top100,decision_sealed_at_limit,09:34,969,3341.9731682146544,100.0,0.07430340557275542,0.0,0.00222333938163991,0.0,0.0,,0.0,12.19526606409853,30.32557502689261,18.130308962794082,30.32557502689261,18.130308962794082,18.129162462936,0.0
published_top100,decision_sealed_at_limit,09:35,969,3341.5407636738905,100.0,0.08565531475748193,0.0,0.002563347892943474,0.0,0.0,,0.0,11.721873312959445,28.34739226860814,16.625518955648698,28.34739226860814,16.625518955648698,16.62475703780591,0.0
published_top100,decision_sealed_at_limit,09:36,969,3330.7430340557275,100.0,0.07223942208462332,0.0,0.0021688680677554384,0.0,0.0,,0.0,11.147573340172695,27.681430253209665,16.53385691303697,27.681430253209665,16.53385691303697,16.530945435221824,0.0
published_top100,decision_sealed_at_limit,09:37,969,3318.656346749226,100.0,0.0629514963880289,0.0,0.0018968971116787292,0.0,0.0,,0.0,10.583675161101725,27.10959155093119,16.525916389829465,27.10959155093119,16.525916389829465,16.526567412529875,0.0
