case,window,label,test_fold,run_id,test_year,test_month,train_start_date,train_end_date,test_start_date,test_end_date,train_rows,train_dates,train_symbols,test_rows,test_dates,test_symbols,features,model_name,alpha,model_target_col,model_test_r2,ic_mode,selection_mode,top_n,stock_pool_enabled,stock_pool_name,stock_pool_path,stock_pool_date_lag_sessions,stock_pool_filter_train,stock_pool_filter_selection,stock_pool_add_feature,rows,dates,symbols,sample_grain,ic_grouping,ic_groups,overall_ic,overall_rank_ic,group_ic_mean,group_ic_std,group_ic_ir,group_rank_ic_mean,group_rank_ic_std,group_rank_ic_ir,daily_ic_mean,daily_ic_std,daily_ic_ir,daily_rank_ic_mean,daily_rank_ic_std,daily_rank_ic_ir,mean_label,win_rate,top_score_trades,top_score_groups,top_score_group_cols,top_score_mean_return,top_score_median_return,top_score_win_rate,top_score_return_std
w0931_0940_h1h,09:31-09:40,1h,2022-01,nn_ds350_w0931_0940_h1h_36m_grouped_gated_v2_mse_v1,2022,2022-01,2019-01-02,2021-12-31,2022-01-04,2022-06-30,27494576,730,4648,5215178,117,4751,350,torch_mlp,1.0,target_label,0.0042138182000861,cross_section,cross_section,100,False,,,0,False,False,False,5215178,117,4751,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.1087014025483502,0.0730878559002256,0.1016007870448257,0.0544535000594722,1.8658265664073173,0.0559241135933952,0.0576178802105233,0.9706034548487488,0.1045590225243578,0.0454511544728497,2.3004701142809543,0.0590717137740059,0.0508801357791042,1.160997565542383,-8.435444760834798e-05,0.4578158214350498,117000,1170,"date,decision_target_timestamp",0.0065075163729488,0.0015365288127213,0.5331196581196581,0.033774510025978
w0931_0940_h1h,09:31-09:40,1h,2022-07,nn_ds350_w0931_0940_h1h_36m_grouped_gated_v2_mse_v1,2022,2022-07,2019-07-01,2022-06-30,2022-07-01,2022-12-30,28643835,729,4798,5776247,125,4906,350,torch_mlp,1.0,target_label,0.0014720455681181,cross_section,cross_section,100,False,,,0,False,False,False,5776247,125,4906,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.0776596350653223,0.0504303344204681,0.0766992847562829,0.0449991056039525,1.704462427127572,0.0444876602216716,0.0485901477704174,0.9155695601476752,0.0778077644197334,0.0358648607858044,2.169470694015083,0.0448980662464989,0.0409938506946179,1.0952390538026104,-0.0002190014347434,0.4548879229021889,125000,1250,"date,decision_target_timestamp",0.0047464342787861,0.0004344531625974,0.514272,0.0306056886911392
w0931_0940_h1h,09:31-09:40,1h,2023-01,nn_ds350_w0931_0940_h1h_36m_grouped_gated_v2_mse_v1,2023,2023-01,2020-01-02,2022-12-30,2023-01-03,2023-06-30,30087100,728,4983,5616799,118,5036,350,torch_mlp,1.0,target_label,0.0032467228345618,cross_section,cross_section,100,False,,,0,False,False,False,5616799,118,5036,date x symbol x opening_tick,"date,decision_target_timestamp",1180,0.0758117902036882,0.0412366564988675,0.0750245970891354,0.0548726975883436,1.3672482015003506,0.0371530394334627,0.0584475412399875,0.6356647113847121,0.0752616989659299,0.0475006054750712,1.5844366237695218,0.0360423335983144,0.0531677226936046,0.677898765873788,-0.0005019362433813,0.4365310206044404,118000,1180,"date,decision_target_timestamp",0.0035755385179072,-1.4106565686233807e-05,0.4931949152542373,0.0301713459193706
w0931_0940_h1h,09:31-09:40,1h,2023-07,nn_ds350_w0931_0940_h1h_36m_grouped_gated_v2_mse_v1,2023,2023-07,2020-07-01,2023-06-30,2023-07-03,2023-12-29,31483747,729,5109,6068960,124,5111,350,torch_mlp,1.0,target_label,0.0037782110883409,cross_section,cross_section,100,False,,,0,False,False,False,6068960,124,5111,date x symbol x opening_tick,"date,decision_target_timestamp",1240,0.0763660425571591,0.02909951703583,0.0803910618864576,0.058537518180203,1.3733254224919524,0.0331843981108036,0.0585203198354329,0.5670577024206742,0.0797718245530565,0.0488701579933215,1.6323218059568791,0.0295283542786316,0.0519381841888446,0.5685288143934334,-0.000366929161828,0.4285735941578129,124000,1240,"date,decision_target_timestamp",0.0041714822873473,-3.620115762714704e-08,0.4946935483870968,0.030560852959752
w0931_0940_h1h,09:31-09:40,1h,2024-01,nn_ds350_w0931_0940_h1h_36m_grouped_gated_v2_mse_v1,2024,2024-01,2021-01-04,2023-12-29,2024-01-02,2024-06-28,32739998,727,5202,5782617,117,5127,350,torch_mlp,1.0,target_label,0.0001596573658246,cross_section,cross_section,100,False,,,0,False,False,False,5782617,117,5127,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.076710283938174,0.0570875886494489,0.0776845083316698,0.0815137119268431,0.9530238102932922,0.0349183964414226,0.0981547838730521,0.3557482892182224,0.0795921751195716,0.072085078474701,1.1041421720516722,0.0348825390252529,0.0887467566340777,0.393057057499929,-0.0010670472402125,0.4500325717577353,117000,1170,"date,decision_target_timestamp",0.0034838262945413,-2.4880424831508208e-08,0.495094017094017,0.0318556688725948
w0931_0940_h1h,09:31-09:40,1h,2024-07,nn_ds350_w0931_0940_h1h_36m_grouped_gated_v2_mse_v1,2024,2024-07,2021-07-01,2024-06-28,2024-07-01,2024-12-31,33812969,726,5226,6103425,125,5136,350,torch_mlp,1.0,target_label,-0.0080954735328595,cross_section,cross_section,100,False,,,0,False,False,False,6103425,125,5136,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.1095369876799368,0.0568005699950707,0.0646624796926691,0.0715713162964296,0.9034691974205712,0.0271901691851151,0.0774169080322631,0.3512174520556128,0.0668788882969372,0.061648939619467,1.084834365517923,0.0274804446147721,0.0732913268217166,0.3749481119589922,-0.0003135740989819,0.4733126072655926,125000,1250,"date,decision_target_timestamp",0.005080843809992,1.1311147318338044e-05,0.509856,0.0360889434814453
w0931_0940_h1h,09:31-09:40,1h,2025-01,nn_ds350_w0931_0940_h1h_36m_grouped_gated_v2_mse_v1,2025,2025-01,2022-01-04,2024-12-31,2025-01-02,2025-06-30,34563226,726,5260,5848831,117,5167,350,torch_mlp,1.0,target_label,-0.0032889717672444,cross_section,cross_section,100,False,,,0,False,False,False,5848831,117,5167,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.0471148718954277,0.0245421956998776,0.0598065640798304,0.057832252687119,1.0341385870509443,0.0222358488430102,0.0653908174048626,0.3400454333723736,0.0604106850239476,0.0508722035107598,1.187498886521995,0.0186958966566049,0.0593369369046691,0.3150802456594921,0.0011156133841723,0.4901895780541445,117000,1170,"date,decision_target_timestamp",0.0046993065625429,1.5527939822845838e-08,0.5032991452991453,0.032565139234066
w0931_0940_h1h,09:31-09:40,1h,2025-07,nn_ds350_w0931_0940_h1h_36m_grouped_gated_v2_mse_v1,2025,2025-07,2022-07-01,2025-06-30,2025-07-01,2025-12-31,35196879,726,5266,6379764,126,5195,350,torch_mlp,1.0,target_label,-0.0020682610769013,cross_section,cross_section,100,False,,,0,False,False,False,6379764,126,5195,date x symbol x opening_tick,"date,decision_target_timestamp",1260,0.0479002898485623,0.0170201553992651,0.0540939467726407,0.0564266195133424,0.958660065748754,0.0181882844683936,0.0634106408351331,0.2868333173872658,0.054907732733897,0.0471789545629004,1.1638183432125957,0.0198760581054898,0.0553494201166761,0.3591014696015116,-9.896845585899428e-05,0.4625233786077353,126000,1260,"date,decision_target_timestamp",0.0026200106367468,-0.0011945758014917,0.4749206349206349,0.0337125174701213
w0931_0940_hclose,09:31-09:40,close,2022-01,nn_ds350_w0931_0940_hclose_36m_grouped_gated_v2_mse_v1,2022,2022-01,2019-01-02,2021-12-31,2022-01-04,2022-06-30,28716556,730,4648,5419484,117,4751,350,torch_mlp,1.0,target_label,0.0030937037384505,cross_section,cross_section,100,False,,,0,False,False,False,5419484,117,4751,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.0809765978338943,0.0554842437743587,0.0905150835774566,0.0477224090974817,1.89669979553134,0.0549314021694131,0.0523009287910586,1.050294964910914,0.0918938359733086,0.0418082570364274,2.197982946125731,0.0568509759270772,0.0499245914448059,1.138736928672291,-0.0005301491473801,0.4601445451264364,117000,1170,"date,decision_target_timestamp",0.0066287289373576,0.0,0.4960769230769231,0.0454741343855857
w0931_0940_hclose,09:31-09:40,close,2022-07,nn_ds350_w0931_0940_hclose_36m_grouped_gated_v2_mse_v1,2022,2022-07,2019-07-01,2022-06-30,2022-07-01,2022-12-30,29947355,729,4798,5987888,125,4906,350,torch_mlp,1.0,target_label,0.0014152285828822,cross_section,cross_section,100,False,,,0,False,False,False,5987888,125,4906,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.0670598554850098,0.0477253989168994,0.069208378909804,0.0419809944739984,1.6485645415729555,0.0455733016629623,0.0449686825004872,1.0134453385968885,0.0696001213117529,0.034046407647994,2.044272101519456,0.0457895734325849,0.0396985832001903,1.1534309222492691,-0.0007603103877045,0.4372703697864756,125000,1250,"date,decision_target_timestamp",0.004220888018608,0.0,0.483688,0.0391334481537342
w0931_0940_hclose,09:31-09:40,close,2023-01,nn_ds350_w0931_0940_hclose_36m_grouped_gated_v2_mse_v1,2023,2023-01,2020-01-02,2022-12-30,2023-01-03,2023-06-30,31331979,728,4983,5812259,118,5036,350,torch_mlp,1.0,target_label,0.0010067515066574,cross_section,cross_section,100,False,,,0,False,False,False,5812259,118,5036,date x symbol x opening_tick,"date,decision_target_timestamp",1180,0.0594347731258607,0.033476233826303,0.0599732121581412,0.043642907662107,1.3741800299482103,0.0306815461386402,0.0488080287247517,0.6286167858092765,0.0596504742566546,0.0369373923581418,1.6149075624583524,0.0294031586821956,0.0444982211201186,0.660771553155454,0.0003900043375324,0.4504584190071364,118000,1180,"date,decision_target_timestamp",0.0050221770070493,0.0,0.4797796610169491,0.0384269952774047
w0931_0940_hclose,09:31-09:40,close,2023-07,nn_ds350_w0931_0940_hclose_36m_grouped_gated_v2_mse_v1,2023,2023-07,2020-07-01,2023-06-30,2023-07-03,2023-12-29,32743950,729,5109,6249915,124,5111,350,torch_mlp,1.0,target_label,0.0033046804027676,cross_section,cross_section,100,False,,,0,False,False,False,6249915,124,5111,date x symbol x opening_tick,"date,decision_target_timestamp",1240,0.0772015445616258,0.0420630778664944,0.071754547441508,0.0675149399692593,1.0627951009684529,0.0351894462845299,0.0457502251270286,0.7691644398868859,0.0714843728407567,0.0580207804384576,1.2320477646208132,0.0346530977091837,0.0408100783328061,0.849130879548621,-0.0004102731181774,0.4243275308544196,124000,1240,"date,decision_target_timestamp",0.004512348677963,-0.0002946158056147,0.4735241935483871,0.0492279604077339
w0931_0940_hclose,09:31-09:40,close,2024-01,nn_ds350_w0931_0940_hclose_36m_grouped_gated_v2_mse_v1,2024,2024-01,2021-01-04,2023-12-29,2024-01-02,2024-06-28,33996800,727,5202,5939795,117,5127,350,torch_mlp,1.0,target_label,0.0047504159532585,cross_section,cross_section,100,False,,,0,False,False,False,5939795,117,5127,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.1002020478037783,0.0805348581478053,0.08205475952743,0.0781124850275045,1.0504691983430994,0.0451918004222836,0.1006444826376144,0.4490241217196526,0.082223090099747,0.072201018237894,1.1388079019721222,0.0439883015189191,0.0950151012599854,0.4629611602323715,-0.0011159006971865,0.4457815463328279,117000,1170,"date,decision_target_timestamp",0.0055944686755537,0.0,0.4834273504273504,0.0452776663005352
w0931_0940_hclose,09:31-09:40,close,2024-07,nn_ds350_w0931_0940_hclose_36m_grouped_gated_v2_mse_v1,2024,2024-07,2021-07-01,2024-06-28,2024-07-01,2024-12-31,34981256,726,5226,6325242,125,5136,350,torch_mlp,1.0,target_label,-0.0050283080525403,cross_section,cross_section,100,False,,,0,False,False,False,6325242,125,5136,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.0751872045509781,0.0564481625382908,0.0689952480117042,0.0571189947975799,1.2079212573017393,0.0358192990920322,0.060365371324662,0.5933749483521924,0.0696804810053326,0.0482013967274579,1.445611242332303,0.0365309387571833,0.0545827516111024,0.6692762398177219,0.0004743651079479,0.4730830852005346,125000,1250,"date,decision_target_timestamp",0.0064036757685244,0.0,0.49204,0.0479951128363609
w0931_0940_hclose,09:31-09:40,close,2025-01,nn_ds350_w0931_0940_hclose_36m_grouped_gated_v2_mse_v1,2025,2025-01,2022-01-04,2024-12-31,2025-01-02,2025-06-30,35734583,726,5260,5962354,117,5167,350,torch_mlp,1.0,target_label,-0.0045873205793998,cross_section,cross_section,100,False,,,0,False,False,False,5962354,117,5167,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.0318914888060778,0.0257870433807981,0.054032343432173,0.0583876274485008,0.9254074158062128,0.0212642140052173,0.0805148123449858,0.2641031306650192,0.0534064189001956,0.052566787509063,1.0159726593714298,0.019032200162528,0.0756330994384516,0.2516385062074039,0.0010565316770225,0.4673957634853616,117000,1170,"date,decision_target_timestamp",0.0050766402855515,0.0,0.4694871794871795,0.0412575602531433
w0931_0940_hclose,09:31-09:40,close,2025-07,nn_ds350_w0931_0940_hclose_36m_grouped_gated_v2_mse_v1,2025,2025-07,2022-07-01,2025-06-30,2025-07-01,2025-12-31,36277453,726,5266,6458053,126,5195,350,torch_mlp,1.0,target_label,-0.0034098444193824,cross_section,cross_section,100,False,,,0,False,False,False,6458053,126,5195,date x symbol x opening_tick,"date,decision_target_timestamp",1260,0.0443536095477212,0.0208045398664144,0.0471523179405303,0.0590589115410222,0.7983946319054388,0.0180556603329421,0.0667249782179105,0.2705982199645832,0.0481454382782286,0.0540580958348197,0.8906240135675921,0.02083160635993,0.0629748223021503,0.3307926183575553,0.0009367096354253,0.4723295085995733,126000,1260,"date,decision_target_timestamp",0.0042199473828077,-0.0007771564414724,0.4682460317460317,0.0402865894138813
w1001_1010_h1m,10:01-10:10,1m,2022-01,nn_ds350_w1001_1010_h1m_36m_grouped_gated_v2_mse_v1,2022,2022-01,2019-01-02,2021-12-31,2022-01-04,2022-06-30,27896457,730,4646,5286262,117,4751,350,torch_mlp,1.0,target_label,0.0949565807709692,cross_section,cross_section,100,False,,,0,False,False,False,5286262,117,4751,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.3102752059987911,0.2352166195879805,0.3189089700997741,0.0892464049300942,3.573353686902817,0.2567140914214371,0.0593592952781547,4.324749649039591,0.3059727449840231,0.073489734243055,4.163476002948513,0.2397168961711798,0.0377969427818829,6.34222978177173,-0.0008733557187952,0.3149121250516906,117000,1170,"date,decision_target_timestamp",0.0009981070179492,0.0003624400123953,0.5434273504273505,0.0057971864007413
w1001_1010_h1m,10:01-10:10,1m,2022-07,nn_ds350_w1001_1010_h1m_36m_grouped_gated_v2_mse_v1,2022,2022-07,2019-07-01,2022-06-30,2022-07-01,2022-12-30,29084281,729,4798,5853712,125,4906,350,torch_mlp,1.0,target_label,0.0639265531362492,cross_section,cross_section,100,False,,,0,False,False,False,5853712,125,4906,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.2564850314718749,0.2434477740116335,0.2769228076897709,0.0618814672625177,4.475052385474157,0.2588087094549695,0.0621768729564407,4.162459402490104,0.2657797218279974,0.0345734238286667,7.687399522393404,0.2443569854647962,0.0358793197038551,6.810524488248326,-0.0008589483913965,0.2980850441565967,125000,1250,"date,decision_target_timestamp",0.0007089644786901,0.0001795975404093,0.525832,0.0050477664917707
w1001_1010_h1m,10:01-10:10,1m,2023-01,nn_ds350_w1001_1010_h1m_36m_grouped_gated_v2_mse_v1,2023,2023-01,2020-01-02,2022-12-30,2023-01-03,2023-06-30,30506564,728,4983,5695926,118,5036,350,torch_mlp,1.0,target_label,0.0981641361501517,cross_section,cross_section,100,False,,,0,False,False,False,5695926,118,5036,date x symbol x opening_tick,"date,decision_target_timestamp",1180,0.3225789651535445,0.2557364500728473,0.3249628915379592,0.0705380665870623,4.606915205662328,0.2656607289181034,0.0582117236921676,4.563698033113692,0.317551114896515,0.0537000615362143,5.913421806460392,0.2562817285074398,0.0361465603761983,7.090072356544209,-0.0008080148254521,0.2894809377790371,118000,1180,"date,decision_target_timestamp",0.0006221450166776,0.0001138801744673,0.5175254237288136,0.0048025781288743
w1001_1010_h1m,10:01-10:10,1m,2023-07,nn_ds350_w1001_1010_h1m_36m_grouped_gated_v2_mse_v1,2023,2023-07,2020-07-01,2023-06-30,2023-07-03,2023-12-29,31923618,729,5109,6147330,124,5111,350,torch_mlp,1.0,target_label,0.0882324984857609,cross_section,cross_section,100,False,,,0,False,False,False,6147330,124,5111,date x symbol x opening_tick,"date,decision_target_timestamp",1240,0.2999230040816608,0.241616400460737,0.3124322268698939,0.0694763252244405,4.496959588184805,0.2587281433880584,0.0643018200505178,4.023651946162519,0.2996603631503537,0.044968560534772,6.663774859296205,0.241433984236518,0.0411109877520763,5.872736157362796,-0.0006301514804363,0.3232265064670352,124000,1240,"date,decision_target_timestamp",0.0007478059269487,0.0001188515598187,0.5188467741935484,0.004979436751455
w1001_1010_h1m,10:01-10:10,1m,2024-01,nn_ds350_w1001_1010_h1m_36m_grouped_gated_v2_mse_v1,2024,2024-01,2021-01-04,2023-12-29,2024-01-02,2024-06-28,33200219,727,5202,5851180,117,5127,350,torch_mlp,1.0,target_label,0.1058180694175761,cross_section,cross_section,100,False,,,0,False,False,False,5851180,117,5127,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.2942548553705855,0.2294087427423144,0.3334662828634596,0.0902571115456211,3.694626131425737,0.2733147808135706,0.0790183298298441,3.4588782299261323,0.3075083723427999,0.0770510996975784,3.9909666902841656,0.2425241024258845,0.0631882129295313,3.838122510227532,-0.0010228934697806,0.3003219863343804,117000,1170,"date,decision_target_timestamp",0.0006338693783618,2.5252051273128014e-05,0.5041709401709402,0.0056160227395594
w1001_1010_h1m,10:01-10:10,1m,2024-07,nn_ds350_w1001_1010_h1m_36m_grouped_gated_v2_mse_v1,2024,2024-07,2021-07-01,2024-06-28,2024-07-01,2024-12-31,34255126,726,5226,6207877,125,5136,350,torch_mlp,1.0,target_label,0.084107776967942,cross_section,cross_section,100,False,,,0,False,False,False,6207877,125,5136,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.2811399543077306,0.2330470917657978,0.3114926329372678,0.0950617478262554,3.276740014359758,0.2680833992808633,0.0841013636529346,3.1876225026169225,0.2876408151343882,0.0791818182318726,3.6326624161631775,0.2364874840539585,0.068464502986439,3.4541619925408664,-0.0007952802698127,0.3335452683743573,125000,1250,"date,decision_target_timestamp",0.0008862257236614,0.0001039198832586,0.514776,0.0062196040526032
w1001_1010_h1m,10:01-10:10,1m,2025-01,nn_ds350_w1001_1010_h1m_36m_grouped_gated_v2_mse_v1,2025,2025-01,2022-01-04,2024-12-31,2025-01-02,2025-06-30,35042287,726,5260,5884988,117,5167,350,torch_mlp,1.0,target_label,0.0816947668825817,cross_section,cross_section,100,False,,,0,False,False,False,5884988,117,5167,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.2733796123300447,0.2444261734154182,0.2950788295672906,0.0855649434649341,3.4485949223845243,0.2710602628143635,0.0747717216001422,3.6251708134248446,0.2796755617980871,0.0664009734203649,4.211919605869988,0.2490668640304059,0.0556166559572188,4.478278309684634,-0.0006948898662813,0.3140178025851539,117000,1170,"date,decision_target_timestamp",0.0006347062881104,9.823444997891784e-06,0.5021794871794871,0.005771436728537
w1001_1010_h1m,10:01-10:10,1m,2025-07,nn_ds350_w1001_1010_h1m_36m_grouped_gated_v2_mse_v1,2025,2025-07,2022-07-01,2025-06-30,2025-07-01,2025-12-31,35641013,726,5266,6402817,126,5195,350,torch_mlp,1.0,target_label,0.0615246843579536,cross_section,cross_section,100,False,,,0,False,False,False,6402817,126,5195,date x symbol x opening_tick,"date,decision_target_timestamp",1260,0.2536060135977496,0.2265989813250945,0.2592774022092644,0.0850278814149005,3.0493221505084764,0.2434656490612794,0.0802786781117598,3.032756079046782,0.2509773746059337,0.0637042335800781,3.939728343022097,0.2304742454115727,0.0466646058836323,4.938951932569768,-0.0006150879198685,0.3173756176382989,126000,1260,"date,decision_target_timestamp",0.0004360616148915,-5.0588976591825485e-05,0.4926984126984127,0.0053350152447819
w1001_1010_h3m,10:01-10:10,3m,2022-01,nn_ds350_w1001_1010_h3m_36m_grouped_gated_v2_mse_v1,2022,2022-01,2019-01-02,2021-12-31,2022-01-04,2022-06-30,27857054,730,4646,5277640,117,4751,350,torch_mlp,1.0,target_label,0.0501066514550133,cross_section,cross_section,100,False,,,0,False,False,False,5277640,117,4751,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.2166168739555174,0.1685162696959952,0.2300877920347966,0.0784220996751067,2.9339662287546804,0.1912762467987663,0.0646257104768506,2.959754645440728,0.2198198975499358,0.0599541978817078,3.6664638226609183,0.1758616250977649,0.0424399188043217,4.143778547471131,-0.0008617899147793,0.3553616768100893,117000,1170,"date,decision_target_timestamp",0.0010293624363839,0.0001847439853008,0.5188290598290598,0.0079832253977656
w1001_1010_h3m,10:01-10:10,3m,2022-07,nn_ds350_w1001_1010_h3m_36m_grouped_gated_v2_mse_v1,2022,2022-07,2019-07-01,2022-06-30,2022-07-01,2022-12-30,29039020,729,4798,5845870,125,4906,350,torch_mlp,1.0,target_label,0.022480960699265,cross_section,cross_section,100,False,,,0,False,False,False,5845870,125,4906,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.1619606581870691,0.1723227672334659,0.1938910845177938,0.0628548700440475,3.0847424293760914,0.1870593743695093,0.0690078057768202,2.710698771882162,0.1844553564857473,0.036043342841919,5.117598478441424,0.1741043503951708,0.0408851254121259,4.258378778105306,-0.0009224723908118,0.3361749405990896,125000,1250,"date,decision_target_timestamp",0.0006966171204112,7.476555310859112e-06,0.503008,0.0071093467995524
w1001_1010_h3m,10:01-10:10,3m,2023-01,nn_ds350_w1001_1010_h3m_36m_grouped_gated_v2_mse_v1,2023,2023-01,2020-01-02,2022-12-30,2023-01-03,2023-06-30,30462404,728,4983,5689321,118,5036,350,torch_mlp,1.0,target_label,0.0481650146185118,cross_section,cross_section,100,False,,,0,False,False,False,5689321,118,5036,date x symbol x opening_tick,"date,decision_target_timestamp",1180,0.2183477612748287,0.1788965167884278,0.224310025744041,0.0649159769576409,3.4553901251522143,0.1894278513030776,0.060925808494473,3.109156135700059,0.2174715622288521,0.045865940831254,4.741460837551648,0.1802189049286025,0.0372834921495268,4.833745299550484,-0.0008044901769608,0.3373727726032685,118000,1180,"date,decision_target_timestamp",0.0006102136103436,-9.45305873756297e-06,0.4972118644067796,0.0069229444488883
w1001_1010_h3m,10:01-10:10,3m,2023-07,nn_ds350_w1001_1010_h3m_36m_grouped_gated_v2_mse_v1,2023,2023-07,2020-07-01,2023-06-30,2023-07-03,2023-12-29,31879330,729,5109,6140740,124,5111,350,torch_mlp,1.0,target_label,0.0422609764170945,cross_section,cross_section,100,False,,,0,False,False,False,6140740,124,5111,date x symbol x opening_tick,"date,decision_target_timestamp",1240,0.2059228862315033,0.1748818589024066,0.2165475917160489,0.0662149945333196,3.270370906805426,0.1896117616970612,0.0706656029291815,2.68322569733231,0.2075962880770334,0.0449655943150414,4.616780701764018,0.1763923133379513,0.0495945246836874,3.556689260820156,-0.0005614671390503,0.368430514889085,124000,1240,"date,decision_target_timestamp",0.0008322057547047,3.4513926948420703e-05,0.5053145161290322,0.0071441810578107
w1001_1010_h3m,10:01-10:10,3m,2024-01,nn_ds350_w1001_1010_h3m_36m_grouped_gated_v2_mse_v1,2024,2024-01,2021-01-04,2023-12-29,2024-01-02,2024-06-28,33155460,727,5202,5845725,117,5127,350,torch_mlp,1.0,target_label,0.0548123786863071,cross_section,cross_section,100,False,,,0,False,False,False,5845725,117,5127,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.1983947616710065,0.1569078635368178,0.2380837206352797,0.0830851426889959,2.8655390474139764,0.1990262918504985,0.0834375386728412,2.3853327293232023,0.2201647774418265,0.0672241985009489,3.275082222642173,0.1780282702093062,0.0638504122676781,2.788208625231168,-0.0011487457668408,0.3360676391722156,117000,1170,"date,decision_target_timestamp",0.0004044037486892,-0.0001805274514481,0.4784700854700854,0.007726517971605
w1001_1010_h3m,10:01-10:10,3m,2024-07,nn_ds350_w1001_1010_h3m_36m_grouped_gated_v2_mse_v1,2024,2024-07,2021-07-01,2024-06-28,2024-07-01,2024-12-31,34212863,726,5226,6201809,125,5136,350,torch_mlp,1.0,target_label,0.0392060411449349,cross_section,cross_section,100,False,,,0,False,False,False,6201809,125,5136,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.1848172689509249,0.1566413815403478,0.216867720015298,0.0854420856804946,2.538183826952229,0.1934129013220196,0.0899882841851355,2.149312025153247,0.198944028317028,0.0685882091186016,2.90055726594373,0.167186209032669,0.0713515798174756,2.343132548155875,-0.0007205034489743,0.3845797250447409,125000,1250,"date,decision_target_timestamp",0.0009001324069686,-1.096248706744518e-05,0.496376,0.0090747009962797
w1001_1010_h3m,10:01-10:10,3m,2025-01,nn_ds350_w1001_1010_h3m_36m_grouped_gated_v2_mse_v1,2025,2025-01,2022-01-04,2024-12-31,2025-01-02,2025-06-30,35001105,726,5260,5881108,117,5167,350,torch_mlp,1.0,target_label,0.0380806584210819,cross_section,cross_section,100,False,,,0,False,False,False,5881108,117,5167,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.1825993743197379,0.1691855044176259,0.2036088559380253,0.0816044825855242,2.495069504602721,0.1956274480813037,0.088949971149061,2.1992974877245786,0.1940973053108649,0.0591629529151654,3.2807237594983403,0.1814029801613561,0.065135220247113,2.785021367443619,-0.0006356490193866,0.3606330643817457,117000,1170,"date,decision_target_timestamp",0.0006821244605816,-0.000111937712063,0.4871880341880342,0.0080430153757333
w1001_1010_h3m,10:01-10:10,3m,2025-07,nn_ds350_w1001_1010_h3m_36m_grouped_gated_v2_mse_v1,2025,2025-07,2022-07-01,2025-06-30,2025-07-01,2025-12-31,35604573,726,5266,6400085,126,5195,350,torch_mlp,1.0,target_label,0.0290458732030783,cross_section,cross_section,100,False,,,0,False,False,False,6400085,126,5195,date x symbol x opening_tick,"date,decision_target_timestamp",1260,0.1687407459238733,0.153818517172895,0.1758024215513249,0.0737319304586586,2.3843458384681377,0.1707473002396724,0.0859125562765486,1.9874545426170849,0.1714302870821007,0.0526065862490586,3.2587228958459225,0.1638298319072505,0.0536986994582113,3.05090874751527,-0.0005921142292208,0.3608073955267781,126000,1260,"date,decision_target_timestamp",0.0004980210214853,-0.0001664000592427,0.4846349206349206,0.0073739364743232
w1001_1010_h5m,10:01-10:10,5m,2022-01,nn_ds350_w1001_1010_h5m_36m_grouped_gated_v2_mse_v1,2022,2022-01,2019-01-02,2021-12-31,2022-01-04,2022-06-30,27817594,730,4646,5269557,117,4751,350,torch_mlp,1.0,target_label,0.0333289877671397,cross_section,cross_section,100,False,,,0,False,False,False,5269557,117,4751,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.176869850090688,0.1390574696032602,0.1917330855851733,0.0729762558895246,2.627335196196268,0.162633803761305,0.067699568664889,2.40228714848004,0.1857434927733446,0.0528013063121847,3.5177821487056926,0.152881204217301,0.0465855660699167,3.2817290228448277,-0.0008477814262732,0.3732120176326017,117000,1170,"date,decision_target_timestamp",0.0011219003936275,7.064998499117792e-05,0.510059829059829,0.0095282085239887
