case,window,label,pool,test_month,groups,months,candidate_rows,selected_rows,pool_short_mean_bps,selected_short_mean_bps,short_internal_excess_bps,pool_next_mean_bps,selected_next_mean_bps,next_internal_excess_bps,short_rank_ic,next_rank_ic
w0931_0940_h1h,09:31-09:40,1h,pool_L,2022Q3,650,3,3116.0615384615385,100.0,-8.133241,20.780964,28.914204,-26.57555283255285,-1.5722222556038743,25.00333057694898,0.0413495485424312,0.0193375757651149
w0931_0940_h1h,09:31-09:40,1h,pool_L,2022Q4,600,3,3184.405,100.0,4.641591,16.701506,12.059914,28.68507488815469,41.235753472375485,12.550678584220794,0.0269208558537448,0.0187338659566325
w0931_0940_h1h,09:31-09:40,1h,pool_L,2023Q1,590,3,3239.8661016949154,100.0,-0.38531122,13.189585,13.574896,25.821437370170216,56.48827191206551,30.66683454189529,0.0339149469916567,0.0201882664954381
w0931_0940_h1h,09:31-09:40,1h,pool_L,2023Q2,590,3,3275.259322033898,100.0,-7.2631993,21.276258,28.539457,5.728963689150839,59.66840452479018,53.93944083563934,0.0249363400825672,0.0132596522567167
w0931_0940_h1h,09:31-09:40,1h,pool_L,2023Q3,640,3,3339.4453125,100.0,-1.6530586,25.60942,27.262478,-10.10306162334976,5.124334037386349,15.22739566073611,0.0370784973963179,0.0022442494507729
w0931_0940_h1h,09:31-09:40,1h,pool_L,2023Q4,600,3,3402.161666666667,100.0,-5.5887184,14.465146,20.053865,8.764907266772674,17.183246577426075,8.418339310653403,0.0152300530662396,-0.0025924945972691
w0931_0940_h1h,09:31-09:40,1h,pool_L,2024Q1,580,3,3427.091379310345,100.0,-11.866292,0.26277664,12.129068,-4.645823727058567,19.296175661303703,23.941999388362262,0.0207079586041437,0.0074904107661735
w0931_0940_h1h,09:31-09:40,1h,pool_L,2024Q2,590,3,3364.528813559322,100.0,-11.9802065,-3.0779862,8.902221,-28.07808767319928,-25.79680995129521,2.2812777219040727,0.0245913695465691,0.0112597928054732
w0931_0940_h1h,09:31-09:40,1h,pool_L,2024Q3,640,3,3282.3359375,100.0,2.261071,8.958346,6.697276,66.48609618953404,81.24859295014235,14.762496760608304,0.0202229469853395,-0.0103488952777995
w0931_0940_h1h,09:31-09:40,1h,pool_L,2024Q4,610,3,3421.616393442623,100.0,-9.961095,10.571008,20.532103,-1.4380202106032576,16.88192780022304,18.31994801082629,0.0227465986996699,0.0187778300751203
w0931_0940_h1h,09:31-09:40,1h,pool_L,2025Q1,570,3,3421.368421052632,100.0,11.31278,25.732967,14.420186,36.186645067667854,55.82849348188502,19.64184841421717,0.0188811717973811,0.0147134026669941
w0931_0940_h1h,09:31-09:40,1h,pool_L,2025Q2,600,3,3413.016666666667,100.0,11.176708,17.400352,6.2236433,29.84343596970611,40.87219317086295,11.02875720115684,0.0235825310511775,0.0075245462937563
w0931_0940_h1h,09:31-09:40,1h,pool_L,2025Q3,660,3,3441.827272727273,100.0,-3.5570352,14.603687,18.160723,44.42255152535115,68.85712479612936,24.4345732707782,0.0169738493076066,-0.0032339939088969
w0931_0940_h1h,09:31-09:40,1h,pool_L,2025Q4,600,3,3441.005,100.0,2.790801,15.877971,13.08717,16.941090334934106,38.408184522270425,21.467094187336315,0.0167310858538932,0.0059737369619203
w0931_0940_hclose,09:31-09:40,close,universe,2022Q1,580,3,4607.986206896552,100.0,-21.959627,60.451736,82.41137,-42.91324272946247,2.7231307089655954,45.63637343842806,0.0501495936962929,0.037204715171772
w0931_0940_hclose,09:31-09:40,close,universe,2022Q2,590,3,4655.681355932204,100.0,11.0492,72.02393,60.974735,9.1575223492403,25.953724641439777,16.796202292199478,0.0596321630412939,0.0383054177963696
